Time (s),Color,ROI Coordinates (x,y,w,h)
2.33,Red,(640, 0, 90, 250)
2.37,Red,(640, 0, 90, 250)
2.40,Red,(640, 0, 90, 250)
2.43,Red,(640, 0, 90, 250)
2.47,Red,(640, 0, 90, 250)
2.50,Red,(640, 0, 90, 250)
2.53,Red,(640, 0, 90, 250)
2.57,Red,(640, 0, 90, 250)
2.60,Red,(640, 0, 90, 250)
2.63,Green,(640, 0, 90, 250)
2.67,Green,(640, 0, 90, 250)
2.70,Green,(640, 0, 90, 250)
2.73,Green,(640, 0, 90, 250)
2.77,Green,(640, 0, 90, 250)
2.80,Green,(640, 0, 90, 250)
2.83,Green,(640, 0, 90, 250)
2.87,Green,(640, 0, 90, 250)
2.90,Green,(640, 0, 90, 250)
2.93,Green,(640, 0, 90, 250)
2.97,Green,(640, 0, 90, 250)
3.00,Green,(640, 0, 90, 250)
3.03,Green,(640, 0, 90, 250)
3.07,Green,(640, 0, 90, 250)
3.10,Green,(640, 0, 90, 250)
3.13,Green,(640, 0, 90, 250)
3.17,Green,(640, 0, 90, 250)
3.20,Green,(640, 0, 90, 250)
3.23,Green,(640, 0, 90, 250)
3.27,Green,(640, 0, 90, 250)
3.30,Green,(640, 0, 90, 250)
3.33,Green,(640, 0, 90, 250)
3.37,Green,(640, 0, 90, 250)
3.40,Green,(640, 0, 90, 250)
3.43,Green,(640, 0, 90, 250)
3.47,Green,(640, 0, 90, 250)
3.50,Green,(640, 0, 90, 250)
3.53,Green,(640, 0, 90, 250)
3.57,Green,(640, 0, 90, 250)
3.60,Green,(640, 0, 90, 250)
3.63,Green,(640, 0, 90, 250)
3.67,Green,(640, 0, 90, 250)
3.70,Green,(640, 0, 90, 250)
3.73,Green,(640, 0, 90, 250)
3.77,Green,(640, 0, 90, 250)
3.80,Green,(640, 0, 90, 250)
3.83,Green,(640, 0, 90, 250)
3.87,Green,(640, 0, 90, 250)
3.90,Green,(640, 0, 90, 250)
3.93,Green,(640, 0, 90, 250)
3.97,Green,(640, 0, 90, 250)
4.00,Green,(640, 0, 90, 250)
4.03,Green,(640, 0, 90, 250)
4.07,Green,(640, 0, 90, 250)
4.10,Green,(640, 0, 90, 250)
4.13,Green,(640, 0, 90, 250)
4.17,Green,(640, 0, 90, 250)
4.20,Green,(640, 0, 90, 250)
4.23,Green,(640, 0, 90, 250)
4.27,Green,(640, 0, 90, 250)
4.30,Green,(640, 0, 90, 250)
4.33,Green,(640, 0, 90, 250)
4.37,Green,(640, 0, 90, 250)
4.40,Green,(640, 0, 90, 250)
4.43,Green,(640, 0, 90, 250)
4.47,Green,(640, 0, 90, 250)
4.50,Green,(640, 0, 90, 250)
4.53,Green,(640, 0, 90, 250)
4.57,Green,(640, 0, 90, 250)
4.60,Green,(640, 0, 90, 250)
4.63,Green,(640, 0, 90, 250)
4.67,Green,(640, 0, 90, 250)
4.70,Green,(640, 0, 90, 250)
4.73,Green,(640, 0, 90, 250)
4.77,Green,(640, 0, 90, 250)
4.80,Green,(640, 0, 90, 250)
4.83,Green,(640, 0, 90, 250)
4.87,Green,(640, 0, 90, 250)
4.90,Green,(640, 0, 90, 250)
4.93,Green,(640, 0, 90, 250)
4.97,Green,(640, 0, 90, 250)
5.00,Green,(640, 0, 90, 250)
5.03,Green,(640, 0, 90, 250)
5.07,Green,(640, 0, 90, 250)
5.10,Green,(640, 0, 90, 250)
5.13,Green,(640, 0, 90, 250)
5.17,Green,(640, 0, 90, 250)
5.20,Green,(640, 0, 90, 250)
5.23,Green,(640, 0, 90, 250)
5.27,Green,(640, 0, 90, 250)
5.30,Green,(640, 0, 90, 250)
5.33,Green,(640, 0, 90, 250)
5.37,Green,(640, 0, 90, 250)
5.40,Green,(640, 0, 90, 250)
5.43,Green,(640, 0, 90, 250)
5.47,Green,(640, 0, 90, 250)
5.50,Green,(640, 0, 90, 250)
5.53,Green,(640, 0, 90, 250)
5.57,Green,(640, 0, 90, 250)
5.60,Green,(640, 0, 90, 250)
5.63,Green,(640, 0, 90, 250)
5.67,Green,(640, 0, 90, 250)
5.70,Green,(640, 0, 90, 250)
5.73,Green,(640, 0, 90, 250)
5.77,Green,(640, 0, 90, 250)
5.80,Green,(640, 0, 90, 250)
5.83,Green,(640, 0, 90, 250)
5.87,Green,(640, 0, 90, 250)
5.90,Green,(640, 0, 90, 250)
5.93,Green,(640, 0, 90, 250)
5.97,Green,(640, 0, 90, 250)
6.00,Green,(640, 0, 90, 250)
6.03,Green,(640, 0, 90, 250)
6.07,Green,(640, 0, 90, 250)
6.10,Green,(640, 0, 90, 250)
6.13,Green,(640, 0, 90, 250)
6.17,Green,(640, 0, 90, 250)
6.20,Green,(640, 0, 90, 250)
6.23,Green,(640, 0, 90, 250)
6.27,Green,(640, 0, 90, 250)
6.30,Green,(640, 0, 90, 250)
6.33,Green,(640, 0, 90, 250)
6.37,Green,(640, 0, 90, 250)
6.40,Green,(640, 0, 90, 250)
6.43,Green,(640, 0, 90, 250)
6.47,Green,(640, 0, 90, 250)
6.50,Green,(640, 0, 90, 250)
6.53,Green,(640, 0, 90, 250)
6.57,Yellow,(640, 0, 90, 250)
6.60,Yellow,(640, 0, 90, 250)
6.63,Yellow,(640, 0, 90, 250)
6.67,Yellow,(640, 0, 90, 250)
6.70,Yellow,(640, 0, 90, 250)
6.73,Yellow,(640, 0, 90, 250)
6.77,Yellow,(640, 0, 90, 250)
6.80,Yellow,(640, 0, 90, 250)
6.83,Yellow,(640, 0, 90, 250)
6.87,Red,(640, 0, 90, 250)
6.90,Red,(640, 0, 90, 250)
6.93,Red,(640, 0, 90, 250)
6.97,Red,(640, 0, 90, 250)
7.00,Red,(640, 0, 90, 250)
7.03,Red,(640, 0, 90, 250)
7.07,Red,(640, 0, 90, 250)
7.10,Red,(640, 0, 90, 250)
7.13,Red,(640, 0, 90, 250)
7.17,Red,(640, 0, 90, 250)
7.20,Red,(640, 0, 90, 250)
7.23,Red,(640, 0, 90, 250)
7.27,Red,(640, 0, 90, 250)
7.30,Red,(640, 0, 90, 250)
7.33,Red,(640, 0, 90, 250)
7.37,Red,(640, 0, 90, 250)
7.40,Red,(640, 0, 90, 250)
7.43,Red,(640, 0, 90, 250)
7.47,Red,(640, 0, 90, 250)
7.50,Red,(640, 0, 90, 250)
7.53,Red,(640, 0, 90, 250)
7.57,Red,(640, 0, 90, 250)
7.60,Red,(640, 0, 90, 250)
7.63,Red,(640, 0, 90, 250)
7.67,Red,(640, 0, 90, 250)
7.70,Red,(640, 0, 90, 250)
7.73,Red,(640, 0, 90, 250)
7.77,Red,(640, 0, 90, 250)
7.80,Red,(640, 0, 90, 250)
7.83,Red,(640, 0, 90, 250)
7.87,Red,(640, 0, 90, 250)
7.90,Red,(640, 0, 90, 250)
7.93,Red,(640, 0, 90, 250)
7.97,Red,(640, 0, 90, 250)
8.00,Red,(640, 0, 90, 250)
8.03,Red,(640, 0, 90, 250)
8.07,Red,(640, 0, 90, 250)
8.10,Red,(640, 0, 90, 250)
8.13,Red,(640, 0, 90, 250)
8.17,Red,(640, 0, 90, 250)
8.20,Red,(640, 0, 90, 250)
8.23,Red,(640, 0, 90, 250)
8.27,Red,(640, 0, 90, 250)
8.30,Red,(640, 0, 90, 250)
8.33,Red,(640, 0, 90, 250)
8.37,Red,(640, 0, 90, 250)
8.40,Red,(640, 0, 90, 250)
8.43,Red,(640, 0, 90, 250)
8.47,Red,(640, 0, 90, 250)
8.50,Red,(640, 0, 90, 250)
8.53,Red,(640, 0, 90, 250)
8.57,Red,(640, 0, 90, 250)
8.60,Red,(640, 0, 90, 250)
8.63,Red,(640, 0, 90, 250)
8.67,Red,(640, 0, 90, 250)
8.70,Red,(640, 0, 90, 250)
8.73,Red,(640, 0, 90, 250)
8.77,Red,(640, 0, 90, 250)
8.80,Red,(640, 0, 90, 250)
8.83,Red,(640, 0, 90, 250)
8.87,Red,(640, 0, 90, 250)
8.90,Red,(640, 0, 90, 250)
8.93,Red,(640, 0, 90, 250)
8.97,Red,(640, 0, 90, 250)
9.00,Red,(640, 0, 90, 250)
9.03,Red,(640, 0, 90, 250)
9.07,Red,(640, 0, 90, 250)
9.10,Red,(640, 0, 90, 250)
9.13,Red,(640, 0, 90, 250)
9.17,Red,(640, 0, 90, 250)
9.20,Red,(640, 0, 90, 250)
9.23,Red,(640, 0, 90, 250)
9.27,Red,(640, 0, 90, 250)
9.30,Red,(640, 0, 90, 250)
9.33,Red,(640, 0, 90, 250)
9.37,Red,(640, 0, 90, 250)
9.40,Red,(640, 0, 90, 250)
9.43,Red,(640, 0, 90, 250)
9.47,Red,(640, 0, 90, 250)
9.50,Red,(640, 0, 90, 250)
9.53,Red,(640, 0, 90, 250)
9.57,Red,(640, 0, 90, 250)
9.60,Red,(640, 0, 90, 250)
9.63,Red,(640, 0, 90, 250)
9.67,Red,(640, 0, 90, 250)
9.70,Red,(640, 0, 90, 250)
9.73,Red,(640, 0, 90, 250)
9.77,Red,(640, 0, 90, 250)
9.80,Red,(640, 0, 90, 250)
9.83,Red,(640, 0, 90, 250)
9.87,Red,(640, 0, 90, 250)
9.90,Red,(640, 0, 90, 250)
9.93,Red,(640, 0, 90, 250)
9.97,Red,(640, 0, 90, 250)
10.00,Red,(640, 0, 90, 250)
10.03,Red,(640, 0, 90, 250)
10.07,Red,(640, 0, 90, 250)
10.10,Red,(640, 0, 90, 250)
10.13,Red,(640, 0, 90, 250)
10.17,Red,(640, 0, 90, 250)
10.20,Red,(640, 0, 90, 250)
10.23,Red,(640, 0, 90, 250)
10.27,Red,(640, 0, 90, 250)
10.30,Red,(640, 0, 90, 250)
10.33,Red,(640, 0, 90, 250)
10.37,Red,(640, 0, 90, 250)
10.40,Red,(640, 0, 90, 250)
10.43,Red,(640, 0, 90, 250)
10.47,Red,(640, 0, 90, 250)
10.50,Red,(640, 0, 90, 250)
10.53,Red,(640, 0, 90, 250)
10.57,Red,(640, 0, 90, 250)
10.60,Red,(640, 0, 90, 250)
10.63,Red,(640, 0, 90, 250)
10.67,Red,(640, 0, 90, 250)
10.70,Red,(640, 0, 90, 250)
10.73,Red,(640, 0, 90, 250)
10.77,Red,(640, 0, 90, 250)
10.80,Red,(640, 0, 90, 250)
10.83,Red,(640, 0, 90, 250)
10.87,Red,(640, 0, 90, 250)
10.90,Red,(640, 0, 90, 250)
10.93,Red,(640, 0, 90, 250)
10.97,Green,(640, 0, 90, 250)
11.00,Green,(640, 0, 90, 250)
11.03,Green,(640, 0, 90, 250)
11.07,Green,(640, 0, 90, 250)
11.10,Green,(640, 0, 90, 250)
11.13,Green,(640, 0, 90, 250)
11.17,Green,(640, 0, 90, 250)
11.20,Green,(640, 0, 90, 250)
11.23,Green,(640, 0, 90, 250)
11.27,Green,(640, 0, 90, 250)
11.30,Green,(640, 0, 90, 250)
11.33,Green,(640, 0, 90, 250)
11.37,Green,(640, 0, 90, 250)
11.40,Green,(640, 0, 90, 250)
11.43,Green,(640, 0, 90, 250)
11.47,Green,(640, 0, 90, 250)
11.50,Green,(640, 0, 90, 250)
11.53,Green,(640, 0, 90, 250)
11.57,Green,(640, 0, 90, 250)
11.60,Green,(640, 0, 90, 250)
11.63,Green,(640, 0, 90, 250)
11.67,Green,(640, 0, 90, 250)
11.70,Green,(640, 0, 90, 250)
11.73,Green,(640, 0, 90, 250)
11.77,Green,(640, 0, 90, 250)
11.80,Green,(640, 0, 90, 250)
11.83,Green,(640, 0, 90, 250)
11.87,Green,(640, 0, 90, 250)
11.90,Green,(640, 0, 90, 250)
11.93,Green,(640, 0, 90, 250)
11.97,Green,(640, 0, 90, 250)
12.00,Green,(640, 0, 90, 250)
12.03,Green,(640, 0, 90, 250)
12.07,Green,(640, 0, 90, 250)
12.10,Green,(640, 0, 90, 250)
12.13,Green,(640, 0, 90, 250)
12.17,Green,(640, 0, 90, 250)
12.20,Green,(640, 0, 90, 250)
12.23,Green,(640, 0, 90, 250)
12.27,Green,(640, 0, 90, 250)
12.30,Green,(640, 0, 90, 250)
12.33,Green,(640, 0, 90, 250)
12.37,Green,(640, 0, 90, 250)
12.40,Green,(640, 0, 90, 250)
12.43,Green,(640, 0, 90, 250)
12.47,Green,(640, 0, 90, 250)
12.50,Green,(640, 0, 90, 250)
12.53,Green,(640, 0, 90, 250)
12.57,Green,(640, 0, 90, 250)
12.60,Green,(640, 0, 90, 250)
12.63,Green,(640, 0, 90, 250)
12.67,Green,(640, 0, 90, 250)
12.70,Green,(640, 0, 90, 250)
12.73,Green,(640, 0, 90, 250)
12.77,Green,(640, 0, 90, 250)
12.80,Green,(640, 0, 90, 250)
12.83,Green,(640, 0, 90, 250)
12.87,Green,(640, 0, 90, 250)
12.90,Green,(640, 0, 90, 250)
12.93,Green,(640, 0, 90, 250)
12.97,Green,(640, 0, 90, 250)
13.00,Green,(640, 0, 90, 250)
13.03,Green,(640, 0, 90, 250)
13.07,Green,(640, 0, 90, 250)
13.10,Green,(640, 0, 90, 250)
13.13,Green,(640, 0, 90, 250)
13.17,Green,(640, 0, 90, 250)
13.20,Green,(640, 0, 90, 250)
13.23,Green,(640, 0, 90, 250)
13.27,Green,(640, 0, 90, 250)
13.30,Green,(640, 0, 90, 250)
13.33,Green,(640, 0, 90, 250)
13.37,Green,(640, 0, 90, 250)
13.40,Green,(640, 0, 90, 250)
13.43,Green,(640, 0, 90, 250)
13.47,Green,(640, 0, 90, 250)
13.50,Green,(640, 0, 90, 250)
13.53,Green,(640, 0, 90, 250)
13.57,Green,(640, 0, 90, 250)
13.60,Green,(640, 0, 90, 250)
13.63,Green,(640, 0, 90, 250)
13.67,Green,(640, 0, 90, 250)
13.70,Green,(640, 0, 90, 250)
13.73,Green,(640, 0, 90, 250)
13.77,Green,(640, 0, 90, 250)
13.80,Green,(640, 0, 90, 250)
13.83,Green,(640, 0, 90, 250)
13.87,Green,(640, 0, 90, 250)
13.90,Green,(640, 0, 90, 250)
13.93,Green,(640, 0, 90, 250)
13.97,Green,(640, 0, 90, 250)
14.00,Green,(640, 0, 90, 250)
14.03,Green,(640, 0, 90, 250)
14.07,Green,(640, 0, 90, 250)
14.10,Green,(640, 0, 90, 250)
14.13,Green,(640, 0, 90, 250)
14.17,Green,(640, 0, 90, 250)
14.20,Green,(640, 0, 90, 250)
14.23,Green,(640, 0, 90, 250)
14.27,Green,(640, 0, 90, 250)
14.30,Green,(640, 0, 90, 250)
14.33,Green,(640, 0, 90, 250)
14.37,Green,(640, 0, 90, 250)
14.40,Green,(640, 0, 90, 250)
14.43,Green,(640, 0, 90, 250)
14.47,Green,(640, 0, 90, 250)
14.50,Green,(640, 0, 90, 250)
14.53,Green,(640, 0, 90, 250)
14.57,Green,(640, 0, 90, 250)
14.60,Green,(640, 0, 90, 250)
14.63,Green,(640, 0, 90, 250)
14.67,Green,(640, 0, 90, 250)
14.70,Green,(640, 0, 90, 250)
14.73,Green,(640, 0, 90, 250)
14.77,Green,(640, 0, 90, 250)
14.80,Green,(640, 0, 90, 250)
14.83,Green,(640, 0, 90, 250)
14.87,Green,(640, 0, 90, 250)
14.90,Yellow,(640, 0, 90, 250)
14.90,Yellow,(640, 0, 90, 250)
14.93,Yellow,(640, 0, 90, 250)
14.93,Yellow,(640, 0, 90, 250)
14.97,Yellow,(640, 0, 90, 250)
14.97,Yellow,(640, 0, 90, 250)
15.00,Yellow,(640, 0, 90, 250)
15.00,Yellow,(640, 0, 90, 250)
15.03,Red,(640, 0, 90, 250)
15.03,Yellow,(640, 0, 90, 250)
15.03,Yellow,(640, 0, 90, 250)
15.07,Red,(640, 0, 90, 250)
15.07,Yellow,(640, 0, 90, 250)
15.07,Yellow,(640, 0, 90, 250)
15.10,Red,(640, 0, 90, 250)
15.10,Yellow,(640, 0, 90, 250)
15.10,Yellow,(640, 0, 90, 250)
15.13,Red,(640, 0, 90, 250)
15.13,Yellow,(640, 0, 90, 250)
15.13,Yellow,(640, 0, 90, 250)
15.17,Red,(640, 0, 90, 250)
15.17,Yellow,(640, 0, 90, 250)
15.17,Yellow,(640, 0, 90, 250)
15.20,Red,(640, 0, 90, 250)
15.20,Yellow,(640, 0, 90, 250)
15.20,Yellow,(640, 0, 90, 250)
15.23,Red,(640, 0, 90, 250)
15.27,Red,(640, 0, 90, 250)
15.30,Red,(640, 0, 90, 250)
15.33,Red,(640, 0, 90, 250)
15.37,Red,(640, 0, 90, 250)
15.40,Red,(640, 0, 90, 250)
15.43,Red,(640, 0, 90, 250)
15.47,Red,(640, 0, 90, 250)
15.50,Red,(640, 0, 90, 250)
15.53,Red,(640, 0, 90, 250)
15.57,Red,(640, 0, 90, 250)
15.60,Red,(640, 0, 90, 250)
15.63,Red,(640, 0, 90, 250)
15.67,Red,(640, 0, 90, 250)
15.70,Red,(640, 0, 90, 250)
15.73,Red,(640, 0, 90, 250)
15.77,Red,(640, 0, 90, 250)
15.80,Red,(640, 0, 90, 250)
15.83,Red,(640, 0, 90, 250)
15.87,Red,(640, 0, 90, 250)
15.90,Red,(640, 0, 90, 250)
15.93,Red,(640, 0, 90, 250)
15.97,Red,(640, 0, 90, 250)
16.00,Red,(640, 0, 90, 250)
16.03,Red,(640, 0, 90, 250)
16.07,Red,(640, 0, 90, 250)
16.10,Red,(640, 0, 90, 250)
16.13,Red,(640, 0, 90, 250)
16.17,Red,(640, 0, 90, 250)
16.20,Red,(640, 0, 90, 250)
16.23,Red,(640, 0, 90, 250)
16.27,Red,(640, 0, 90, 250)
16.30,Red,(640, 0, 90, 250)
16.33,Red,(640, 0, 90, 250)
16.37,Red,(640, 0, 90, 250)
16.40,Red,(640, 0, 90, 250)
16.43,Red,(640, 0, 90, 250)
16.47,Red,(640, 0, 90, 250)
16.50,Red,(640, 0, 90, 250)
16.53,Red,(640, 0, 90, 250)
16.57,Red,(640, 0, 90, 250)
16.60,Red,(640, 0, 90, 250)
16.63,Red,(640, 0, 90, 250)
16.67,Red,(640, 0, 90, 250)
16.70,Red,(640, 0, 90, 250)
16.73,Red,(640, 0, 90, 250)
16.77,Red,(640, 0, 90, 250)
16.80,Red,(640, 0, 90, 250)
16.83,Red,(640, 0, 90, 250)
16.87,Red,(640, 0, 90, 250)
16.90,Red,(640, 0, 90, 250)
16.93,Red,(640, 0, 90, 250)
16.97,Red,(640, 0, 90, 250)
17.00,Red,(640, 0, 90, 250)
17.03,Red,(640, 0, 90, 250)
17.07,Red,(640, 0, 90, 250)
17.10,Red,(640, 0, 90, 250)
17.13,Red,(640, 0, 90, 250)
17.17,Red,(640, 0, 90, 250)
17.20,Red,(640, 0, 90, 250)
17.23,Red,(640, 0, 90, 250)
17.27,Red,(640, 0, 90, 250)
17.30,Red,(640, 0, 90, 250)
17.33,Red,(640, 0, 90, 250)
17.37,Red,(640, 0, 90, 250)
17.40,Red,(640, 0, 90, 250)
17.43,Red,(640, 0, 90, 250)
17.47,Red,(640, 0, 90, 250)
17.50,Red,(640, 0, 90, 250)
17.53,Red,(640, 0, 90, 250)
17.57,Red,(640, 0, 90, 250)
17.60,Red,(640, 0, 90, 250)
17.63,Red,(640, 0, 90, 250)
17.67,Red,(640, 0, 90, 250)
17.70,Red,(640, 0, 90, 250)
17.73,Red,(640, 0, 90, 250)
17.77,Red,(640, 0, 90, 250)
17.80,Red,(640, 0, 90, 250)
17.83,Red,(640, 0, 90, 250)
17.87,Red,(640, 0, 90, 250)
17.90,Red,(640, 0, 90, 250)
17.93,Red,(640, 0, 90, 250)
17.97,Red,(640, 0, 90, 250)
18.00,Red,(640, 0, 90, 250)
18.03,Red,(640, 0, 90, 250)
18.07,Red,(640, 0, 90, 250)
18.10,Red,(640, 0, 90, 250)
18.13,Red,(640, 0, 90, 250)
18.17,Red,(640, 0, 90, 250)
18.20,Red,(640, 0, 90, 250)
18.23,Red,(640, 0, 90, 250)
18.27,Red,(640, 0, 90, 250)
18.30,Red,(640, 0, 90, 250)
18.33,Red,(640, 0, 90, 250)
18.37,Red,(640, 0, 90, 250)
18.40,Red,(640, 0, 90, 250)
18.43,Red,(640, 0, 90, 250)
18.47,Red,(640, 0, 90, 250)
18.50,Red,(640, 0, 90, 250)
18.53,Red,(640, 0, 90, 250)
18.57,Red,(640, 0, 90, 250)
18.60,Red,(640, 0, 90, 250)
18.63,Red,(640, 0, 90, 250)
18.67,Red,(640, 0, 90, 250)
18.70,Red,(640, 0, 90, 250)
18.73,Red,(640, 0, 90, 250)
18.77,Red,(640, 0, 90, 250)
18.80,Red,(640, 0, 90, 250)
18.83,Red,(640, 0, 90, 250)
18.87,Red,(640, 0, 90, 250)
18.90,Red,(640, 0, 90, 250)
18.93,Red,(640, 0, 90, 250)
18.97,Red,(640, 0, 90, 250)
19.00,Red,(640, 0, 90, 250)
19.03,Red,(640, 0, 90, 250)
19.07,Red,(640, 0, 90, 250)
19.10,Red,(640, 0, 90, 250)
19.13,Red,(640, 0, 90, 250)
19.17,Red,(640, 0, 90, 250)
19.20,Red,(640, 0, 90, 250)
19.23,Red,(640, 0, 90, 250)
19.27,Green,(640, 0, 90, 250)
19.30,Green,(640, 0, 90, 250)
19.33,Green,(640, 0, 90, 250)
19.37,Green,(640, 0, 90, 250)
19.40,Green,(640, 0, 90, 250)
19.43,Green,(640, 0, 90, 250)
19.47,Green,(640, 0, 90, 250)
19.50,Green,(640, 0, 90, 250)
19.53,Green,(640, 0, 90, 250)
19.57,Green,(640, 0, 90, 250)
19.60,Green,(640, 0, 90, 250)
19.63,Green,(640, 0, 90, 250)
19.67,Green,(640, 0, 90, 250)
19.70,Green,(640, 0, 90, 250)
19.73,Green,(640, 0, 90, 250)
19.77,Green,(640, 0, 90, 250)
19.80,Green,(640, 0, 90, 250)
19.83,Green,(640, 0, 90, 250)
19.87,Green,(640, 0, 90, 250)
19.90,Green,(640, 0, 90, 250)
19.93,Green,(640, 0, 90, 250)
19.97,Green,(640, 0, 90, 250)
20.00,Green,(640, 0, 90, 250)
20.03,Green,(640, 0, 90, 250)
20.07,Green,(640, 0, 90, 250)
20.10,Green,(640, 0, 90, 250)
20.13,Green,(640, 0, 90, 250)
20.17,Green,(640, 0, 90, 250)
20.20,Green,(640, 0, 90, 250)
20.23,Green,(640, 0, 90, 250)
20.27,Green,(640, 0, 90, 250)
20.30,Green,(640, 0, 90, 250)
20.33,Green,(640, 0, 90, 250)
20.37,Green,(640, 0, 90, 250)
20.40,Green,(640, 0, 90, 250)
20.43,Green,(640, 0, 90, 250)
20.47,Green,(640, 0, 90, 250)
20.50,Green,(640, 0, 90, 250)
20.53,Green,(640, 0, 90, 250)
20.57,Green,(640, 0, 90, 250)
20.60,Green,(640, 0, 90, 250)
20.63,Green,(640, 0, 90, 250)
20.67,Green,(640, 0, 90, 250)
20.70,Green,(640, 0, 90, 250)
20.73,Green,(640, 0, 90, 250)
20.77,Green,(640, 0, 90, 250)
20.80,Green,(640, 0, 90, 250)
20.83,Green,(640, 0, 90, 250)
20.87,Green,(640, 0, 90, 250)
20.90,Green,(640, 0, 90, 250)
20.93,Green,(640, 0, 90, 250)
20.97,Green,(640, 0, 90, 250)
21.00,Green,(640, 0, 90, 250)
21.03,Green,(640, 0, 90, 250)
21.07,Green,(640, 0, 90, 250)
21.10,Green,(640, 0, 90, 250)
21.13,Green,(640, 0, 90, 250)
21.17,Green,(640, 0, 90, 250)
21.20,Green,(640, 0, 90, 250)
21.23,Green,(640, 0, 90, 250)
21.27,Green,(640, 0, 90, 250)
21.30,Green,(640, 0, 90, 250)
21.33,Green,(640, 0, 90, 250)
21.37,Green,(640, 0, 90, 250)
21.40,Green,(640, 0, 90, 250)
21.43,Green,(640, 0, 90, 250)
21.47,Green,(640, 0, 90, 250)
21.50,Green,(640, 0, 90, 250)
21.53,Green,(640, 0, 90, 250)
21.57,Green,(640, 0, 90, 250)
21.60,Green,(640, 0, 90, 250)
21.63,Green,(640, 0, 90, 250)
21.67,Green,(640, 0, 90, 250)
21.70,Green,(640, 0, 90, 250)
21.73,Green,(640, 0, 90, 250)
21.77,Green,(640, 0, 90, 250)
21.80,Green,(640, 0, 90, 250)
21.83,Green,(640, 0, 90, 250)
21.87,Green,(640, 0, 90, 250)
21.90,Green,(640, 0, 90, 250)
21.93,Green,(640, 0, 90, 250)
21.97,Green,(640, 0, 90, 250)
22.00,Green,(640, 0, 90, 250)
22.03,Green,(640, 0, 90, 250)
22.07,Green,(640, 0, 90, 250)
22.10,Green,(640, 0, 90, 250)
22.13,Green,(640, 0, 90, 250)
22.17,Green,(640, 0, 90, 250)
22.20,Green,(640, 0, 90, 250)
22.23,Green,(640, 0, 90, 250)
22.27,Green,(640, 0, 90, 250)
22.30,Green,(640, 0, 90, 250)
22.33,Green,(640, 0, 90, 250)
22.37,Green,(640, 0, 90, 250)
22.40,Green,(640, 0, 90, 250)
22.43,Green,(640, 0, 90, 250)
22.47,Green,(640, 0, 90, 250)
22.50,Green,(640, 0, 90, 250)
22.53,Green,(640, 0, 90, 250)
22.57,Green,(640, 0, 90, 250)
22.60,Green,(640, 0, 90, 250)
