Time (s),Color,ROI Coordinates (x,y,w,h)
22.63,Green,(640, 0, 90, 250)
22.67,Green,(640, 0, 90, 250)
22.70,Green,(640, 0, 90, 250)
22.73,Green,(640, 0, 90, 250)
22.77,Green,(640, 0, 90, 250)
22.80,Green,(640, 0, 90, 250)
22.83,Green,(640, 0, 90, 250)
22.87,Green,(640, 0, 90, 250)
22.90,Green,(640, 0, 90, 250)
22.93,Green,(640, 0, 90, 250)
22.97,Green,(640, 0, 90, 250)
23.00,Green,(640, 0, 90, 250)
23.03,Green,(640, 0, 90, 250)
23.07,Green,(640, 0, 90, 250)
23.10,Green,(640, 0, 90, 250)
23.13,Green,(640, 0, 90, 250)
23.17,Green,(640, 0, 90, 250)
23.20,Yellow,(640, 0, 90, 250)
23.23,Yellow,(640, 0, 90, 250)
23.27,Yellow,(640, 0, 90, 250)
23.30,Yellow,(640, 0, 90, 250)
23.33,Yellow,(640, 0, 90, 250)
23.37,Yellow,(640, 0, 90, 250)
23.40,Yellow,(640, 0, 90, 250)
23.43,Yellow,(640, 0, 90, 250)
23.47,Yellow,(640, 0, 90, 250)
23.50,Yellow,(640, 0, 90, 250)
23.53,Yellow,(640, 0, 90, 250)
23.57,Red,(640, 0, 90, 250)
23.60,Red,(640, 0, 90, 250)
23.63,Red,(640, 0, 90, 250)
23.67,Red,(640, 0, 90, 250)
23.70,Red,(640, 0, 90, 250)
23.73,Red,(640, 0, 90, 250)
23.77,Red,(640, 0, 90, 250)
23.80,Red,(640, 0, 90, 250)
23.83,Red,(640, 0, 90, 250)
23.87,Red,(640, 0, 90, 250)
23.90,Red,(640, 0, 90, 250)
23.93,Red,(640, 0, 90, 250)
23.97,Red,(640, 0, 90, 250)
24.00,Red,(640, 0, 90, 250)
24.03,Red,(640, 0, 90, 250)
24.07,Red,(640, 0, 90, 250)
24.10,Red,(640, 0, 90, 250)
24.13,Red,(640, 0, 90, 250)
24.17,Red,(640, 0, 90, 250)
24.20,Red,(640, 0, 90, 250)
24.23,Red,(640, 0, 90, 250)
24.27,Red,(640, 0, 90, 250)
24.30,Red,(640, 0, 90, 250)
24.33,Red,(640, 0, 90, 250)
24.37,Red,(640, 0, 90, 250)
24.40,Red,(640, 0, 90, 250)
24.43,Red,(640, 0, 90, 250)
24.47,Red,(640, 0, 90, 250)
24.50,Red,(640, 0, 90, 250)
24.53,Red,(640, 0, 90, 250)
24.57,Red,(640, 0, 90, 250)
24.60,Red,(640, 0, 90, 250)
24.63,Red,(640, 0, 90, 250)
24.67,Red,(640, 0, 90, 250)
24.70,Red,(640, 0, 90, 250)
24.73,Red,(640, 0, 90, 250)
24.77,Red,(640, 0, 90, 250)
24.80,Red,(640, 0, 90, 250)
24.83,Red,(640, 0, 90, 250)
24.87,Red,(640, 0, 90, 250)
24.90,Red,(640, 0, 90, 250)
24.93,Red,(640, 0, 90, 250)
24.97,Red,(640, 0, 90, 250)
25.00,Red,(640, 0, 90, 250)
25.03,Red,(640, 0, 90, 250)
25.07,Red,(640, 0, 90, 250)
25.10,Red,(640, 0, 90, 250)
25.13,Red,(640, 0, 90, 250)
25.17,Red,(640, 0, 90, 250)
