Time (s),Color,ROI Coordinates (x,y,w,h)
5.97,Yellow,(160, 230, 90, 60)
5.97,Yellow,(280, 150, 100, 60)
5.97,Yellow,(560, 210, 80, 100)
6.00,Yellow,(160, 230, 90, 60)
6.00,Yellow,(280, 150, 100, 60)
6.00,Yellow,(560, 210, 80, 100)
6.03,Yellow,(160, 230, 90, 60)
6.03,Yellow,(280, 150, 100, 60)
6.03,Red,(560, 210, 80, 100)
6.03,Red,(560, 210, 80, 100)
6.03,Yellow,(560, 210, 80, 100)
6.07,Yellow,(160, 230, 90, 60)
6.07,Yellow,(280, 150, 100, 60)
6.07,Red,(560, 210, 80, 100)
6.07,Red,(560, 210, 80, 100)
6.07,Yellow,(560, 210, 80, 100)
6.10,Yellow,(160, 230, 90, 60)
6.10,Yellow,(280, 150, 100, 60)
6.10,Red,(560, 210, 80, 100)
6.10,Yellow,(560, 210, 80, 100)
6.13,Yellow,(160, 230, 90, 60)
6.13,Yellow,(280, 150, 100, 60)
6.13,Red,(560, 210, 80, 100)
6.13,Yellow,(560, 210, 80, 100)
6.17,Yellow,(160, 230, 90, 60)
6.17,Yellow,(280, 150, 100, 60)
6.17,Red,(560, 210, 80, 100)
6.20,Yellow,(160, 230, 90, 60)
6.20,Yellow,(280, 150, 100, 60)
6.20,Red,(560, 210, 80, 100)
6.20,Yellow,(560, 210, 80, 100)
6.23,Yellow,(160, 230, 90, 60)
6.23,Yellow,(280, 150, 100, 60)
6.23,Red,(560, 210, 80, 100)
6.23,Yellow,(560, 210, 80, 100)
6.27,Yellow,(160, 230, 90, 60)
6.27,Yellow,(280, 150, 100, 60)
6.27,Red,(560, 210, 80, 100)
6.30,Yellow,(160, 230, 90, 60)
6.30,Yellow,(280, 150, 100, 60)
6.30,Red,(560, 210, 80, 100)
6.33,Yellow,(160, 230, 90, 60)
6.33,Yellow,(280, 150, 100, 60)
6.33,Red,(560, 210, 80, 100)
6.37,Yellow,(160, 230, 90, 60)
6.37,Yellow,(280, 150, 100, 60)
6.37,Red,(560, 210, 80, 100)
6.40,Yellow,(160, 230, 90, 60)
6.40,Yellow,(280, 150, 100, 60)
6.40,Red,(560, 210, 80, 100)
6.43,Yellow,(160, 230, 90, 60)
6.43,Yellow,(280, 150, 100, 60)
6.43,Red,(560, 210, 80, 100)
6.43,Yellow,(560, 210, 80, 100)
6.47,Yellow,(160, 230, 90, 60)
6.47,Yellow,(280, 150, 100, 60)
6.47,Red,(560, 210, 80, 100)
6.50,Yellow,(160, 230, 90, 60)
6.50,Yellow,(280, 150, 100, 60)
6.50,Red,(560, 210, 80, 100)
6.50,Yellow,(560, 210, 80, 100)
6.53,Yellow,(160, 230, 90, 60)
6.53,Yellow,(280, 150, 100, 60)
6.53,Red,(560, 210, 80, 100)
6.57,Yellow,(160, 230, 90, 60)
6.57,Yellow,(280, 150, 100, 60)
6.57,Red,(560, 210, 80, 100)
6.60,Yellow,(160, 230, 90, 60)
6.60,Yellow,(280, 150, 100, 60)
6.60,Red,(560, 210, 80, 100)
6.63,Yellow,(160, 230, 90, 60)
6.63,Yellow,(280, 150, 100, 60)
6.63,Red,(560, 210, 80, 100)
6.67,Yellow,(160, 230, 90, 60)
6.67,Yellow,(280, 150, 100, 60)
6.67,Red,(560, 210, 80, 100)
6.67,Yellow,(560, 210, 80, 100)
6.70,Yellow,(160, 230, 90, 60)
6.70,Green,(160, 230, 90, 60)
6.70,Yellow,(280, 150, 100, 60)
6.70,Red,(560, 210, 80, 100)
6.70,Yellow,(560, 210, 80, 100)
6.73,Yellow,(160, 230, 90, 60)
6.73,Green,(160, 230, 90, 60)
6.73,Yellow,(280, 150, 100, 60)
6.73,Red,(560, 210, 80, 100)
6.73,Yellow,(560, 210, 80, 100)
6.77,Yellow,(160, 230, 90, 60)
6.77,Green,(160, 230, 90, 60)
6.77,Yellow,(280, 150, 100, 60)
6.77,Red,(560, 210, 80, 100)
6.77,Yellow,(560, 210, 80, 100)
6.80,Yellow,(160, 230, 90, 60)
6.80,Green,(160, 230, 90, 60)
6.80,Yellow,(280, 150, 100, 60)
6.80,Red,(560, 210, 80, 100)
6.83,Yellow,(160, 230, 90, 60)
6.83,Green,(160, 230, 90, 60)
6.83,Yellow,(280, 150, 100, 60)
6.83,Red,(560, 210, 80, 100)
6.87,Yellow,(160, 230, 90, 60)
6.87,Green,(160, 230, 90, 60)
6.87,Yellow,(280, 150, 100, 60)
6.87,Red,(560, 210, 80, 100)
6.90,Yellow,(160, 230, 90, 60)
6.90,Green,(160, 230, 90, 60)
6.90,Yellow,(280, 150, 100, 60)
6.90,Red,(560, 210, 80, 100)
6.93,Yellow,(160, 230, 90, 60)
6.93,Green,(160, 230, 90, 60)
6.93,Yellow,(280, 150, 100, 60)
6.93,Red,(560, 210, 80, 100)
6.97,Yellow,(160, 230, 90, 60)
6.97,Green,(160, 230, 90, 60)
6.97,Yellow,(280, 150, 100, 60)
6.97,Red,(560, 210, 80, 100)
7.00,Yellow,(160, 230, 90, 60)
7.00,Green,(160, 230, 90, 60)
7.00,Yellow,(280, 150, 100, 60)
7.00,Red,(560, 210, 80, 100)
7.03,Yellow,(160, 230, 90, 60)
7.03,Green,(160, 230, 90, 60)
7.03,Yellow,(280, 150, 100, 60)
7.03,Red,(560, 210, 80, 100)
7.07,Yellow,(160, 230, 90, 60)
7.07,Green,(160, 230, 90, 60)
7.07,Yellow,(280, 150, 100, 60)
7.07,Red,(560, 210, 80, 100)
7.07,Yellow,(560, 210, 80, 100)
7.10,Yellow,(160, 230, 90, 60)
7.10,Green,(160, 230, 90, 60)
7.10,Yellow,(280, 150, 100, 60)
7.10,Red,(560, 210, 80, 100)
7.13,Yellow,(160, 230, 90, 60)
7.13,Green,(160, 230, 90, 60)
7.13,Yellow,(280, 150, 100, 60)
7.13,Red,(560, 210, 80, 100)
7.13,Yellow,(560, 210, 80, 100)
7.17,Yellow,(160, 230, 90, 60)
7.17,Green,(160, 230, 90, 60)
7.17,Yellow,(280, 150, 100, 60)
7.17,Red,(560, 210, 80, 100)
7.17,Yellow,(560, 210, 80, 100)
7.20,Yellow,(160, 230, 90, 60)
7.20,Green,(160, 230, 90, 60)
7.20,Yellow,(280, 150, 100, 60)
7.20,Red,(560, 210, 80, 100)
7.23,Yellow,(160, 230, 90, 60)
7.23,Yellow,(280, 150, 100, 60)
7.23,Red,(560, 210, 80, 100)
7.27,Yellow,(160, 230, 90, 60)
7.27,Yellow,(280, 150, 100, 60)
7.27,Red,(560, 210, 80, 100)
7.30,Yellow,(160, 230, 90, 60)
7.30,Yellow,(280, 150, 100, 60)
7.30,Red,(560, 210, 80, 100)
7.33,Yellow,(160, 230, 90, 60)
7.33,Yellow,(280, 150, 100, 60)
7.33,Red,(560, 210, 80, 100)
7.37,Yellow,(160, 230, 90, 60)
7.37,Green,(160, 230, 90, 60)
7.37,Yellow,(280, 150, 100, 60)
7.37,Red,(560, 210, 80, 100)
7.40,Yellow,(160, 230, 90, 60)
7.40,Green,(160, 230, 90, 60)
7.40,Yellow,(280, 150, 100, 60)
7.40,Red,(560, 210, 80, 100)
7.43,Yellow,(160, 230, 90, 60)
7.43,Yellow,(280, 150, 100, 60)
7.43,Red,(560, 210, 80, 100)
7.47,Yellow,(160, 230, 90, 60)
7.47,Green,(160, 230, 90, 60)
7.47,Yellow,(280, 150, 100, 60)
7.47,Red,(560, 210, 80, 100)
7.50,Yellow,(160, 230, 90, 60)
7.50,Yellow,(280, 150, 100, 60)
7.50,Red,(560, 210, 80, 100)
7.53,Yellow,(160, 230, 90, 60)
7.53,Yellow,(280, 150, 100, 60)
7.53,Red,(560, 210, 80, 100)
7.57,Yellow,(160, 230, 90, 60)
7.57,Yellow,(280, 150, 100, 60)
7.57,Red,(560, 210, 80, 100)
7.60,Yellow,(160, 230, 90, 60)
7.60,Green,(160, 230, 90, 60)
7.60,Yellow,(280, 150, 100, 60)
7.60,Red,(560, 210, 80, 100)
7.63,Yellow,(160, 230, 90, 60)
7.63,Green,(160, 230, 90, 60)
7.63,Yellow,(280, 150, 100, 60)
7.63,Red,(560, 210, 80, 100)
7.67,Yellow,(160, 230, 90, 60)
7.67,Green,(160, 230, 90, 60)
7.67,Yellow,(280, 150, 100, 60)
7.67,Red,(560, 210, 80, 100)
7.70,Yellow,(160, 230, 90, 60)
7.70,Green,(160, 230, 90, 60)
7.70,Yellow,(280, 150, 100, 60)
7.70,Red,(560, 210, 80, 100)
7.73,Yellow,(160, 230, 90, 60)
7.73,Yellow,(280, 150, 100, 60)
7.73,Red,(560, 210, 80, 100)
7.77,Yellow,(280, 150, 100, 60)
7.77,Red,(560, 210, 80, 100)
7.80,Yellow,(280, 150, 100, 60)
7.80,Red,(560, 210, 80, 100)
7.83,Yellow,(280, 150, 100, 60)
7.83,Red,(560, 210, 80, 100)
7.87,Yellow,(160, 230, 90, 60)
7.87,Green,(160, 230, 90, 60)
7.87,Yellow,(280, 150, 100, 60)
7.87,Red,(560, 210, 80, 100)
7.90,Yellow,(160, 230, 90, 60)
7.90,Yellow,(280, 150, 100, 60)
7.90,Red,(560, 210, 80, 100)
7.93,Yellow,(160, 230, 90, 60)
7.93,Yellow,(280, 150, 100, 60)
7.93,Red,(560, 210, 80, 100)
7.97,Yellow,(160, 230, 90, 60)
7.97,Green,(160, 230, 90, 60)
7.97,Yellow,(280, 150, 100, 60)
7.97,Red,(560, 210, 80, 100)
8.00,Yellow,(160, 230, 90, 60)
8.00,Yellow,(280, 150, 100, 60)
8.00,Red,(560, 210, 80, 100)
8.03,Yellow,(160, 230, 90, 60)
8.03,Yellow,(280, 150, 100, 60)
8.03,Red,(560, 210, 80, 100)
8.07,Yellow,(280, 150, 100, 60)
8.07,Red,(560, 210, 80, 100)
8.10,Yellow,(280, 150, 100, 60)
8.10,Red,(560, 210, 80, 100)
8.13,Yellow,(160, 230, 90, 60)
8.13,Yellow,(280, 150, 100, 60)
8.13,Red,(560, 210, 80, 100)
8.17,Yellow,(160, 230, 90, 60)
8.17,Yellow,(280, 150, 100, 60)
8.17,Red,(560, 210, 80, 100)
8.20,Yellow,(160, 230, 90, 60)
8.20,Yellow,(280, 150, 100, 60)
8.20,Red,(560, 210, 80, 100)
8.23,Yellow,(160, 230, 90, 60)
8.23,Yellow,(280, 150, 100, 60)
8.23,Red,(560, 210, 80, 100)
8.27,Yellow,(160, 230, 90, 60)
8.27,Yellow,(280, 150, 100, 60)
8.27,Red,(560, 210, 80, 100)
8.30,Yellow,(160, 230, 90, 60)
8.30,Yellow,(280, 150, 100, 60)
8.30,Red,(560, 210, 80, 100)
8.33,Yellow,(160, 230, 90, 60)
8.33,Yellow,(280, 150, 100, 60)
8.33,Red,(560, 210, 80, 100)
8.37,Yellow,(160, 230, 90, 60)
8.37,Yellow,(280, 150, 100, 60)
8.37,Red,(560, 210, 80, 100)
8.40,Yellow,(160, 230, 90, 60)
8.40,Yellow,(280, 150, 100, 60)
8.40,Red,(560, 210, 80, 100)
8.43,Yellow,(160, 230, 90, 60)
8.43,Yellow,(280, 150, 100, 60)
8.43,Red,(560, 210, 80, 100)
8.47,Yellow,(160, 230, 90, 60)
8.47,Yellow,(280, 150, 100, 60)
8.47,Red,(560, 210, 80, 100)
8.50,Yellow,(160, 230, 90, 60)
8.50,Yellow,(280, 150, 100, 60)
8.50,Red,(560, 210, 80, 100)
8.53,Yellow,(160, 230, 90, 60)
8.53,Yellow,(280, 150, 100, 60)
8.53,Red,(560, 210, 80, 100)
8.57,Yellow,(160, 230, 90, 60)
8.57,Green,(160, 230, 90, 60)
8.57,Yellow,(280, 150, 100, 60)
8.57,Red,(560, 210, 80, 100)
8.60,Green,(160, 230, 90, 60)
8.60,Yellow,(280, 150, 100, 60)
8.60,Red,(560, 210, 80, 100)
8.63,Green,(160, 230, 90, 60)
8.63,Yellow,(280, 150, 100, 60)
8.63,Red,(560, 210, 80, 100)
8.67,Yellow,(280, 150, 100, 60)
8.67,Red,(560, 210, 80, 100)
8.70,Yellow,(280, 150, 100, 60)
8.70,Red,(560, 210, 80, 100)
8.70,Yellow,(560, 210, 80, 100)
8.73,Yellow,(280, 150, 100, 60)
8.73,Red,(560, 210, 80, 100)
8.77,Yellow,(280, 150, 100, 60)
8.77,Red,(560, 210, 80, 100)
8.80,Yellow,(280, 150, 100, 60)
8.80,Red,(560, 210, 80, 100)
8.83,Yellow,(280, 150, 100, 60)
8.83,Red,(560, 210, 80, 100)
8.87,Yellow,(280, 150, 100, 60)
8.87,Red,(560, 210, 80, 100)
8.90,Yellow,(280, 150, 100, 60)
8.90,Red,(560, 210, 80, 100)
8.90,Yellow,(560, 210, 80, 100)
9.13,Green,(160, 230, 90, 60)
9.17,Green,(160, 230, 90, 60)
9.20,Green,(160, 230, 90, 60)
9.23,Red,(160, 230, 90, 60)
9.23,Green,(160, 230, 90, 60)
9.23,Red,(280, 150, 100, 60)
9.23,Red,(560, 210, 80, 100)
9.27,Red,(160, 230, 90, 60)
9.27,Red,(280, 150, 100, 60)
9.27,Red,(560, 210, 80, 100)
9.30,Red,(160, 230, 90, 60)
9.30,Red,(280, 150, 100, 60)
9.33,Red,(160, 230, 90, 60)
9.33,Red,(280, 150, 100, 60)
9.37,Red,(160, 230, 90, 60)
9.37,Red,(280, 150, 100, 60)
9.40,Red,(160, 230, 90, 60)
9.40,Red,(280, 150, 100, 60)
9.43,Red,(160, 230, 90, 60)
9.43,Red,(280, 150, 100, 60)
9.47,Red,(160, 230, 90, 60)
9.47,Red,(280, 150, 100, 60)
9.50,Red,(160, 230, 90, 60)
9.50,Red,(280, 150, 100, 60)
9.53,Red,(160, 230, 90, 60)
9.53,Green,(160, 230, 90, 60)
9.53,Red,(280, 150, 100, 60)
9.57,Red,(160, 230, 90, 60)
9.57,Green,(160, 230, 90, 60)
9.57,Red,(280, 150, 100, 60)
9.60,Red,(160, 230, 90, 60)
9.60,Green,(160, 230, 90, 60)
9.60,Red,(280, 150, 100, 60)
9.63,Red,(160, 230, 90, 60)
9.63,Green,(160, 230, 90, 60)
9.63,Red,(280, 150, 100, 60)
9.67,Red,(160, 230, 90, 60)
9.67,Red,(280, 150, 100, 60)
9.67,Red,(560, 210, 80, 100)
9.70,Red,(160, 230, 90, 60)
9.70,Green,(160, 230, 90, 60)
9.70,Red,(280, 150, 100, 60)
9.70,Red,(560, 210, 80, 100)
9.73,Red,(160, 230, 90, 60)
9.73,Green,(160, 230, 90, 60)
9.73,Red,(280, 150, 100, 60)
9.73,Red,(560, 210, 80, 100)
9.77,Red,(160, 230, 90, 60)
9.77,Green,(160, 230, 90, 60)
9.77,Red,(280, 150, 100, 60)
9.77,Red,(560, 210, 80, 100)
9.80,Red,(160, 230, 90, 60)
9.80,Green,(160, 230, 90, 60)
9.80,Red,(280, 150, 100, 60)
9.80,Red,(560, 210, 80, 100)
9.83,Red,(160, 230, 90, 60)
9.83,Green,(160, 230, 90, 60)
9.83,Red,(280, 150, 100, 60)
9.87,Red,(160, 230, 90, 60)
9.87,Green,(160, 230, 90, 60)
9.87,Red,(280, 150, 100, 60)
9.87,Red,(560, 210, 80, 100)
9.90,Red,(160, 230, 90, 60)
9.90,Green,(160, 230, 90, 60)
9.90,Red,(280, 150, 100, 60)
9.90,Red,(560, 210, 80, 100)
9.93,Red,(160, 230, 90, 60)
9.93,Red,(280, 150, 100, 60)
9.93,Red,(560, 210, 80, 100)
9.97,Red,(160, 230, 90, 60)
9.97,Green,(160, 230, 90, 60)
9.97,Red,(280, 150, 100, 60)
9.97,Red,(560, 210, 80, 100)
10.00,Red,(160, 230, 90, 60)
10.00,Green,(160, 230, 90, 60)
10.00,Red,(280, 150, 100, 60)
10.00,Red,(560, 210, 80, 100)
10.03,Red,(160, 230, 90, 60)
10.03,Green,(160, 230, 90, 60)
10.03,Red,(280, 150, 100, 60)
10.03,Red,(560, 210, 80, 100)
10.07,Red,(160, 230, 90, 60)
10.07,Green,(160, 230, 90, 60)
10.07,Red,(280, 150, 100, 60)
10.07,Red,(560, 210, 80, 100)
10.10,Red,(160, 230, 90, 60)
10.10,Green,(160, 230, 90, 60)
10.10,Red,(280, 150, 100, 60)
10.10,Red,(560, 210, 80, 100)
10.13,Red,(160, 230, 90, 60)
10.13,Green,(160, 230, 90, 60)
10.13,Red,(280, 150, 100, 60)
10.13,Red,(560, 210, 80, 100)
10.17,Red,(160, 230, 90, 60)
10.17,Red,(280, 150, 100, 60)
10.17,Red,(560, 210, 80, 100)
10.20,Red,(160, 230, 90, 60)
10.20,Red,(280, 150, 100, 60)
10.20,Red,(560, 210, 80, 100)
10.23,Red,(160, 230, 90, 60)
10.23,Red,(280, 150, 100, 60)
10.23,Red,(560, 210, 80, 100)
10.27,Red,(160, 230, 90, 60)
10.27,Red,(280, 150, 100, 60)
10.27,Red,(560, 210, 80, 100)
10.30,Red,(160, 230, 90, 60)
10.30,Red,(280, 150, 100, 60)
10.30,Red,(560, 210, 80, 100)
10.33,Red,(160, 230, 90, 60)
10.33,Red,(280, 150, 100, 60)
10.33,Red,(560, 210, 80, 100)
10.37,Red,(160, 230, 90, 60)
10.37,Red,(280, 150, 100, 60)
10.37,Red,(560, 210, 80, 100)
10.40,Red,(160, 230, 90, 60)
10.40,Red,(280, 150, 100, 60)
10.40,Red,(560, 210, 80, 100)
10.43,Red,(160, 230, 90, 60)
10.43,Red,(280, 150, 100, 60)
10.43,Red,(560, 210, 80, 100)
10.47,Red,(160, 230, 90, 60)
10.47,Red,(280, 150, 100, 60)
10.47,Red,(560, 210, 80, 100)
10.50,Red,(160, 230, 90, 60)
10.50,Red,(280, 150, 100, 60)
10.53,Red,(160, 230, 90, 60)
10.53,Red,(280, 150, 100, 60)
10.53,Red,(560, 210, 80, 100)
10.57,Red,(160, 230, 90, 60)
10.57,Red,(280, 150, 100, 60)
10.57,Red,(560, 210, 80, 100)
10.60,Red,(160, 230, 90, 60)
10.60,Red,(280, 150, 100, 60)
10.60,Red,(560, 210, 80, 100)
10.63,Red,(160, 230, 90, 60)
10.63,Red,(280, 150, 100, 60)
10.67,Red,(160, 230, 90, 60)
10.67,Red,(280, 150, 100, 60)
10.70,Red,(160, 230, 90, 60)
10.70,Red,(280, 150, 100, 60)
10.73,Red,(160, 230, 90, 60)
10.73,Red,(280, 150, 100, 60)
10.77,Red,(160, 230, 90, 60)
10.77,Red,(280, 150, 100, 60)
10.77,Red,(560, 210, 80, 100)
10.80,Red,(160, 230, 90, 60)
10.80,Red,(280, 150, 100, 60)
10.83,Red,(160, 230, 90, 60)
10.83,Red,(280, 150, 100, 60)
10.87,Red,(160, 230, 90, 60)
10.87,Red,(280, 150, 100, 60)
10.90,Red,(160, 230, 90, 60)
10.90,Red,(280, 150, 100, 60)
10.90,Red,(560, 210, 80, 100)
10.93,Red,(160, 230, 90, 60)
10.93,Red,(280, 150, 100, 60)
10.93,Red,(560, 210, 80, 100)
10.97,Red,(160, 230, 90, 60)
10.97,Green,(160, 230, 90, 60)
10.97,Red,(280, 150, 100, 60)
10.97,Red,(560, 210, 80, 100)
11.00,Red,(160, 230, 90, 60)
11.00,Red,(280, 150, 100, 60)
11.00,Red,(560, 210, 80, 100)
11.03,Red,(160, 230, 90, 60)
11.03,Red,(280, 150, 100, 60)
11.03,Red,(560, 210, 80, 100)
11.07,Red,(160, 230, 90, 60)
11.07,Red,(280, 150, 100, 60)
11.07,Red,(560, 210, 80, 100)
11.10,Red,(160, 230, 90, 60)
11.10,Red,(280, 150, 100, 60)
11.10,Red,(560, 210, 80, 100)
11.13,Red,(160, 230, 90, 60)
11.13,Red,(280, 150, 100, 60)
11.13,Red,(560, 210, 80, 100)
11.17,Red,(160, 230, 90, 60)
11.17,Red,(280, 150, 100, 60)
11.17,Red,(560, 210, 80, 100)
11.20,Red,(160, 230, 90, 60)
11.20,Red,(280, 150, 100, 60)
11.20,Red,(560, 210, 80, 100)
11.23,Red,(160, 230, 90, 60)
11.23,Red,(280, 150, 100, 60)
11.23,Red,(560, 210, 80, 100)
11.27,Red,(160, 230, 90, 60)
11.27,Red,(280, 150, 100, 60)
11.27,Red,(560, 210, 80, 100)
11.30,Red,(160, 230, 90, 60)
